property_set_name,applicable_entities,applicable_type_value,property_definitions
Pset_DuctSegmentTypeCommon,['IfcDuctSegmentType'],,"[{'property_name': 'Shape', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_DuctSegmentShape', 'values': ['FLATOVAL', 'RECTANGULAR', 'ROUND', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'Material', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'MaterialThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'WorkingPressure', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'UnitWeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}, {'property_name': 'PressureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPressureMeasure', 'values': ['0', '?'], 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'TemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'values': ['0', '?'], 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'LongitudinalSeam', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'Length', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalDiameterOrWidth', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'values': ['0', '1', '2'], 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NominalHeight', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'values': ['0', '1', '2'], 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'EndStyleTreatment', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcText', 'values': ['ANGLE', 'BEADEDSLEEVE', 'BRAZED', 'COMPRESSION', 'CRIMP', 'DRAWBAND', 'DRIVESLIP', 'FLANGED', 'OUTSIDESLEEVE', 'SLIPON', 'SOLDERED', 'SSLIP', 'STANDINGSEAM', 'SWEDGE', 'WELDED', 'NONE', 'NOTDEFINED'], 'unit_type': ['']}}, {'property_name': 'Reinforcement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ReinforcementSpacing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_DuctSilencerPHistory,['IfcPerformanceHistory'],,"[{'property_name': 'AirFlowRate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCVOLUMETRICFLOWRATEMEASURE']}}, {'property_name': 'AirPressureDropCurve', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPressureMeasure', 'values': ['0', '1', '2'], 'unit_type': ['PRESSUREUNIT']}}]"
Pset_DuctSilencerTypeCommon,['IfcDuctSilencerType'],,"[{'property_name': 'Shape', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_DuctSilencerShape', 'values': ['FLATOVAL', 'RECTANGULAR', 'ROUND', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'HydraulicDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'Length', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'Weight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}, {'property_name': 'AirFlowrateRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'values': ['0', '?'], 'unit_type': ['VOLUMETRICFLOWRATEUNIT']}}, {'property_name': 'WorkingPressureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPressureMeasure', 'values': ['0', '?'], 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'TemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'values': ['0', '?'], 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'HasExteriorInsulation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_ElectricalCircuit,['IfcElectricalCircuit'],,"[{'property_name': 'Diversity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'NumberOfPhases', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'MaximumAllowedVoltageDrop', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricVoltageMeasure', 'unit_type': ['ELECTRICVOLTAGEUNIT']}}, {'property_name': 'NetImpedance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricResistanceMeasure', 'unit_type': ['ELECTRICRESISTANCEUNIT']}}]"
Pset_ElectricalDeviceCommon,['IfcDistributionElement'],,"[{'property_name': 'NominalCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': ['ELECTRICCURRENTUNIT']}}, {'property_name': 'UsageCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': ['ELECTRICCURRENTUNIT']}}, {'property_name': 'NominalVoltage', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcElectricVoltageMeasure', 'values': ['0', '?'], 'unit_type': ['ELECTRICVOLTAGEUNIT']}}, {'property_name': 'ElectricalDeviceNominalPower', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}, {'property_name': 'NumberOfPoles', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'HasProtectiveEarth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'NominalFrequencyRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcFrequencyMeasure', 'values': ['0', '?'], 'unit_type': ['FREQUENCYUNIT']}}, {'property_name': 'PhaseAngle', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositivePlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'IP_Code', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'InsulationStandardClass', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_InsulationStandardClass', 'values': ['Class0Appliance', 'Class0IAppliance', 'ClassIAppliance', 'ClassIIAppliance', 'ClassIIIAppliance', 'NotKnown', 'Unset']}}, {'property_name': 'PhaseReference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}]"
Pset_ElectricDistributionPointCommon,['IfcElectricDistributionPoint'],,"[{'property_name': 'IsMain', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'NumberOfDoors', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'CaseMaterial', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'CaseWeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}, {'property_name': 'NumberOfOpenings', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}]"
Pset_ElectricGeneratorTypeCommon,['IfcElectricGeneratorType'],,"[{'property_name': 'ElectricGeneratorEfficiency', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'StartCurrentFactor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcReal', 'unit_type': 'None'}}, {'property_name': 'MaximumPowerOutput', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}]"
Pset_ElectricHeaterTypeElectricalCableHeater,['IfcElectricHeaterType'],IfcElectricHeaterType.PredefinedType=ELECTRICCABLEHEATER,"[{'property_name': 'HeatOutputPerUnitLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': ' IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}]"
Pset_ElectricHeaterTypeElectricalMatHeater,['IfcElectricHeaterType'],IfcElectricHeaterType.PredefinedType=ELECTRICMATHEATER,"[{'property_name': 'HeatOutputPerUnitArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': ' IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}]"
Pset_ElectricHeaterTypeElectricalPointHeater,['IfcElectricHeaterType'],IfcElectricHeaterType.PredefinedType=ELECTRICPOINTHEATER,"[{'property_name': 'HeatOutput', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': ' IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}]"
Pset_ElectricMotorTypeCommon,"['IfcElectricMotorType', 'IfcFanType', 'IfcPumpType']",,"[{'property_name': 'MotorEnclosureType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_MotorEnclosureType', 'values': ['OpenDripProof', 'TotallyEnclosedAirOver', 'TotallyEnclosedFanCooled', 'TotallyEnclosedNonVentilated', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'IsGuarded', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'HasPartWinding', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'FrameSize', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ElectricMotorEfficiency', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'StartCurrentFactor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcReal', 'unit_type': 'None'}}, {'property_name': 'LockedRotorCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': ['ELECTRICCURRENTUNIT']}}, {'property_name': 'MaximumPowerOutput', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}]"
Pset_ElementShading,['IfcElement'],,"[{'property_name': 'ShadingDeviceType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementShading', 'values': ['FIXED', 'MOVABLE', 'EXTERIOR', 'INTERIOR', 'OVERHANG', 'SIDEFIN', 'USERDEFINED', 'NOTDEFINED']}}, {'property_name': 'Azimuth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': IfcPositivePlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'Inclination', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': IfcPositivePlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'TiltRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'values': ['?', '?'], 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'AverageSolarTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'AverageVisibleTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'Reflectance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'Roughness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'Color', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_EnergyConsumptionPHistoryElectricity,['IfcPerformanceHistory'],,"[{'property_name': 'Voltage', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCELECTRICVOLTAGEMEASURE']}}, {'property_name': 'RealPower', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}, {'property_name': 'ReactivePower', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}, {'property_name': 'ApparentPower', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}, {'property_name': 'PowerFactor', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCRATIOMEASURE']}}, {'property_name': 'Current', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCELECTRICCURRENTMEASURE']}}]"
Pset_EnergyConsumptionPHistoryFuel,['IfcPerformanceHistory'],,"[{'property_name': 'Temperature', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMODYNAMICTEMPERATUREMEASURE']}}, {'property_name': 'Pressure', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPRESSUREMEASURE']}}, {'property_name': 'Flowrate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCMASSFLOWRATEMEASURE']}}]"
Pset_EnergyConsumptionPHistorySteam,['IfcPerformanceHistory'],,"[{'property_name': 'Temperature', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMODYNAMICTEMPERATUREMEASURE']}}, {'property_name': 'Pressure', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPRESSUREMEASURE']}}, {'property_name': 'Flowrate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCMASSFLOWRATEMEASURE']}}, {'property_name': 'Quality', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}]"
Pset_EnergyConversionDeviceCoil,['IfcEnergyConversionDevice'],,"[{'property_name': 'HasSoundAttentuation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_EnergyConversionDeviceSpaceHeaterPanel,['IfcEnergyConversionDevice'],RelatedEntityIs:IfcSpaceHeaterType.PredefinedType=PANELRADIATOR,"[{'property_name': 'NumberOfPanels', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': ['INTEGERCOUNTRATEUNIT']}}]"
Pset_EnergyConversionDeviceSpaceHeaterSectional,['IfcEnergyConversionDevice'],RelatedEntityIs:IfcSpaceHeaterType.PredefinedType=SECTIONALRADIATOR,"[{'property_name': 'NumberOfSections', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': ['INTEGERCOUNTRATEUNIT']}}]"
Pset_EvaporativeCoolerPHistory,['IfcPerformanceHistory'],,"[{'property_name': 'WaterSumpTemperature', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMODYNAMICTEMPERATUREMEASURE']}}, {'property_name': 'Effectiveness', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'SensibleHeatTransferRate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}, {'property_name': 'LatentHeatTransferRate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}, {'property_name': 'TotalHeatTransferRate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}, {'property_name': 'EffectivenessTable', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcReal', 'values': ['0', '1', '2'], 'unit_type': ['USERDEFINED']}}, {'property_name': 'AirPressureDropCurve', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPressureMeasure', 'values': ['0', '1', '2'], 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'WaterPressDropCurve', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPressureMeasure', 'values': ['0', '1', '2'], 'unit_type': ['PRESSUREUNIT']}}]"
Pset_EvaporativeCoolerTypeCommon,['IfcEvaporativeCoolerType'],,"[{'property_name': 'FlowArrangement', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_EvaporativeCoolerFlowArrangement', 'values': ['COUNTERFLOW', 'CROSSFLOW', 'PARALLELFLOW', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'HeatExchangeArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'HeatExchangerMediaMaterials', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'OperationTemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'values': ['0', '?'], 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'Weight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}, {'property_name': 'WaterRequirement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': ['VOLUMETRICFLOWRATEUNIT']}}]"
Pset_EvaporatorPHistory,['IfcPerformanceHistory'],,"[{'property_name': 'HeatRejectionRate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}, {'property_name': 'ExteriorHeatTransferCoefficient', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMALTRANSMITTANCEMEASURE']}}, {'property_name': 'InteriorHeatTransferCoefficient', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMALTRANSMITTANCEMEASURE']}}, {'property_name': 'RefrigrerantFoulingResistance', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'EvaporatingTemperature', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMODYNAMICTEMPERATUREMEASURE']}}, {'property_name': 'LogarithmicMeanTemperatureDifference', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMODYNAMICTEMPERATUREMEASURE']}}, {'property_name': 'UAcurves', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'CompressorEvaporatorHeatGain', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMODYNAMICTEMPERATUREMEASURE']}}, {'property_name': 'CompressorEvaporatorPressureDrop', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPRESSUREMEASURE']}}, {'property_name': 'EvaporatorMeanVoidFraction', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'WaterFoulingResistance', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}]"
Pset_EvaporatorTypeCommon,['IfcEvaporatorType'],,"[{'property_name': 'EvaporatorMediumType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_EvaporatorMediumType', 'values': ['COLDLIQUID', 'COLDAIR', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'EvaporatorCoolant', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_EvaporatorCoolant', 'values': ['WATER', 'BRINE', 'GLYCOL', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'RefrigerantClass', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_RefrigerantClass', 'values': ['CFC', 'HCFC', 'HFC', 'HYDROCARBONS', 'AMMONIA', 'CO2', 'H2O', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'RefrigerantType', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'ExternalSurfaceArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'InternalSurfaceArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'InternalRefrigerantVolume', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}, {'property_name': 'InternalWaterVolume', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}, {'property_name': 'NominalHeatTransferArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'NominalHeatTransferCoefficient', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermalTransmittanceMeasure', 'unit_type': ['THERMALTRANSMITTANCEUNIT']}}]"
