property_set_name,template_type,applicable_entities,applicable_type_value,property_definitions
Pset_CooledBeamTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcCooledBeam'],IfcCooledBeam,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': None, 'enums': []}}, {'property_name': 'IsFreeHanging', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'PipeConnection', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': None, 'enums': []}}, {'property_name': 'WaterFlowControlSystemType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': None, 'enums': []}}, {'property_name': 'WaterPressureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPressureMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'NominalCoolingCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalSurroundingTemperatureCooling', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalSurroundingHumidityCooling', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNormalisedRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalSupplyWaterTemperatureCooling', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalReturnWaterTemperatureCooling', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalWaterFlowCooling', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalHeatingCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalSurroundingTemperatureHeating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalSupplyWaterTemperatureHeating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalReturnWaterTemperatureHeating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalWaterFlowHeating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'IntegratedLightingType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': None, 'enums': []}}, {'property_name': 'FinishColor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'CoilLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CoilWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}]"
Pset_CoolingTowerPHistory,PSET_PERFORMANCEDRIVEN,['IfcCoolingTower'],IfcCoolingTower,"[{'property_name': 'Capacity', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'HeatTransferCoefficient', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'SumpHeaterPower', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'UACurve', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Performance', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_CoolingTowerTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcCoolingTower'],IfcCoolingTower,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'NominalCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': 'None'}}, {'property_name': 'CircuitType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_CoolingTowerCircuitType', 'enums': ['OPENCIRCUIT', 'CLOSEDCIRCUITWET', 'CLOSEDCIRCUITDRY', 'CLOSEDCIRCUITDRYWET', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'FlowArrangement', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_CoolingTowerFlowArrangement', 'enums': ['COUNTERFLOW', 'CROSSFLOW', 'PARALLELFLOW', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'SprayType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_CoolingTowerSprayType', 'enums': ['SPRAYFILLED', 'SPLASHTYPEFILL', 'FILMTYPEFILL', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'CapacityControl', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_CoolingTowerCapacityControl', 'enums': ['FANCYCLING', 'TWOSPEEDFAN', 'VARIABLESPEEDFAN', 'DAMPERSCONTROL', 'BYPASSVALVECONTROL', 'MULTIPLESERIESPUMPS', 'TWOSPEEDPUMP', 'VARIABLESPEEDPUMP', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'ControlStrategy', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_CoolingTowerControlStrategy', 'enums': ['FIXEDEXITINGWATERTEMP', 'WETBULBTEMPRESET', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'NumberOfCells', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'BasinReserveVolume', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': 'None'}}, {'property_name': 'LiftElevationDifference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'WaterRequirement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'OperationTemperatureRange', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'AmbientDesignDryBulbTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'AmbientDesignWetBulbTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}]"
Pset_CoveringCeiling,PSET_TYPEDRIVENOVERRIDE,['IfcCovering/CEILING'],IfcCovering/CEILING,"[{'property_name': 'Permeability', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNormalisedRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'TileLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'TileWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}]"
Pset_CoveringCommon,PSET_TYPEDRIVENOVERRIDE,['IfcCovering'],IfcCovering,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'AcousticRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FlammabilityRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FragilityRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'Combustible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SurfaceSpreadOfFlame', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'Finish', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ThermalTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermalTransmittanceMeasure', 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_CoveringFlooring,PSET_TYPEDRIVENOVERRIDE,"['IfcCovering/FLOORING', None]","IfcCovering/FLOORING,","[{'property_name': 'HasNonSkidSurface', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'HasAntiStaticSurface', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_CurtainWallCommon,PSET_TYPEDRIVENOVERRIDE,['IfcCurtainWall'],IfcCurtainWall,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'AcousticRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'Combustible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SurfaceSpreadOfFlame', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ThermalTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermalTransmittanceMeasure', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_DamperOccurrence,PSET_OCCURRENCEDRIVEN,['IfcDamper'],IfcDamper,"[{'property_name': 'SizingMethod', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_DamperSizingMethod', 'enums': ['NOMINAL', 'EXACT', 'NOTKNOWN', 'UNSET']}}]"
Pset_DamperPHistory,PSET_PERFORMANCEDRIVEN,['IfcDamper'],IfcDamper,"[{'property_name': 'AirFlowRate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Leakage', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'PressureDrop', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'BladePositionAngle', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'DamperPosition', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'PressureLossCoefficient', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_DamperTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcDamper'],IfcDamper,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'Operation', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_DamperOperation', 'enums': ['AUTOMATIC', 'MANUAL', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'Orientation', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_DamperOrientation', 'enums': ['VERTICAL', 'HORIZONTAL', 'VERTICALORHORIZONTAL', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'BladeThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'BladeAction', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_DamperBladeAction', 'enums': ['FOLDINGCURTAIN', 'PARALLEL', 'OPPOSED', 'SINGLE', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'BladeShape', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_DamperBladeShape', 'enums': ['FLAT', 'FABRICATEDAIRFOIL', 'EXTRUDEDAIRFOIL', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'BladeEdge', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_DamperBladeEdge', 'enums': ['CRIMPED', 'UNCRIMPED', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'NumberofBlades', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'FaceArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'MaximumAirFlowRate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'TemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'MaximumWorkingPressure', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}, {'property_name': 'TemperatureRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalAirFlowRate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'OpenPressureDrop', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}, {'property_name': 'LeakageFullyClosed', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}, {'property_name': 'LossCoefficentCurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcPositivePlaneAngleMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcReal', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'LeakageCurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcVolumetricFlowRateMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcPressureMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'RegeneratedSoundCurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcVolumetricFlowRateMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcSoundPressureMeasure', 'values': [], 'unit_type': 'None'}]}, {'property_name': 'FrameType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FrameDepth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'FrameThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CloseOffRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}]"
Pset_DamperTypeControlDamper,PSET_TYPEDRIVENOVERRIDE,['IfcDamper/CONTROLDAMPER'],IfcDamper/CONTROLDAMPER,"[{'property_name': 'TorqueRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcTorqueMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'ControlDamperOperation', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ControlDamperOperation', 'enums': ['LINEAR', 'EXPONENTIAL', 'OTHER', 'NOTKNOWN', 'UNSET']}}]"
Pset_DamperTypeFireDamper,PSET_TYPEDRIVENOVERRIDE,['IfcDamper/FIREDAMPER'],IfcDamper/FIREDAMPER,"[{'property_name': 'ActuationType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_FireDamperActuationType', 'enums': ['GRAVITY', 'SPRING', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'ClosureRatingEnum', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_FireDamperClosureRating', 'enums': ['DYNAMIC', 'STATIC', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'FireResistanceRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FusibleLinkTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}]"
Pset_DamperTypeFireSmokeDamper,PSET_TYPEDRIVENOVERRIDE,['IfcDamper/FIRESMOKEDAMPER'],IfcDamper/FIRESMOKEDAMPER,"[{'property_name': 'ControlType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ActuationType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_FireDamperActuationType', 'enums': ['GRAVITY', 'SPRING', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'ClosureRatingEnum', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_FireDamperClosureRating', 'enums': ['DYNAMIC', 'STATIC', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'FireResistanceRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FusibleLinkTemperature', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}]"
Pset_DamperTypeSmokeDamper,PSET_TYPEDRIVENOVERRIDE,['IfcDamper/SMOKEDAMPER'],IfcDamper/SMOKEDAMPER,"[{'property_name': 'ControlType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_DiscreteAccessoryColumnShoe,PSET_TYPEDRIVENOVERRIDE,['IfcDiscreteAccessory/SHOE'],IfcDiscreteAccessory/SHOE,"[{'property_name': 'ColumnShoeBasePlateThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ColumnShoeBasePlateWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ColumnShoeBasePlateDepth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ColumnShoeCasingHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ColumnShoeCasingWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ColumnShoeCasingDepth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}]"
Pset_DiscreteAccessoryCornerFixingPlate,PSET_TYPEDRIVENOVERRIDE,['IfcDiscreteAccessory/Corner fixing plate'],IfcDiscreteAccessory/Corner fixing plate,"[{'property_name': 'CornerFixingPlateLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CornerFixingPlateThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CornerFixingPlateFlangeWidthInPlaneZ', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CornerFixingPlateFlangeWidthInPlaneX', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}]"
Pset_DiscreteAccessoryDiagonalTrussConnector,PSET_TYPEDRIVENOVERRIDE,['IfcDiscreteAccessory/Diagonal truss connector'],IfcDiscreteAccessory/Diagonal truss connector,"[{'property_name': 'DiagonalTrussHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DiagonalTrussLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DiagonalTrussCrossBarSpacing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DiagonalTrussBaseBarDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DiagonalTrussSecondaryBarDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DiagonalTrussCrossBarDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}]"
